Account length,Customer service calls,International plan,Number vmail messages,Total day calls,Total day charge,Total day minutes,Total eve calls,Total eve charge,Total eve minutes,Total intl calls,Total intl charge,Total intl minutes,Total night calls,Total night charge,Total night minutes,Voice mail plan,Changed
113,1,No,0,55,31.62,186.0,105,20.18,237.4,6,3.29,12.2,83,6.66,148.1,No,False
117,5,No,0,126,20.13,118.4,97,21.19,249.3,3,3.67,13.6,56,10.22,227.0,No,True
61,2,No,0,108,7.65,45.0,74,12.86,151.3,6,2.65,9.8,94,6.88,152.9,No,False
63,3,No,0,84,36.01,211.8,137,19.63,230.9,9,2.89,10.7,99,9.77,217.1,No,False
127,3,No,27,113,0.44,2.6,102,21.59,254.0,5,2.48,9.2,156,10.92,242.7,Yes,False
131,3,Yes,0,83,20.79,122.3,94,10.1,118.8,3,3.7,13.7,95,6.66,147.9,No,True
136,1,No,0,117,15.64,92.0,77,21.56,253.6,10,2.78,10.3,90,9.63,214.1,No,False
159,1,No,0,105,32.15,189.1,147,20.92,246.1,5,2.81,10.4,106,10.89,242.0,No,True
73,0,No,0,130,40.85,240.3,83,13.81,162.5,3,3.21,11.9,136,10.44,231.9,No,False
21,1,No,0,142,37.94,223.2,114,18.4,216.5,2,3.35,12.4,111,9.66,214.7,No,False
125,1,No,0,94,23.31,137.1,83,17.83,209.8,4,2.32,8.6,114,10.73,238.4,No,False
138,2,No,0,112,14.89,87.6,107,22.69,266.9,10,2.65,9.8,104,9.66,214.6,No,False
28,2,No,0,79,27.15,159.7,131,18.42,216.7,3,2.51,9.3,116,9.3,206.7,No,False
181,0,Yes,0,83,27.42,161.3,83,10.57,124.4,3,3.81,14.1,98,11.79,262.0,No,True
119,0,Yes,32,101,29.41,173.0,93,17.8,209.4,4,3.29,12.2,91,10.4,231.1,Yes,False
71,4,Yes,0,114,31.64,186.1,140,16.88,198.6,5,3.73,13.8,80,9.29,206.5,No,True
99,2,No,0,102,32.37,190.4,107,13.44,158.1,4,3.02,11.2,92,12.22,271.5,No,False
165,0,No,0,109,35.31,207.7,94,14.01,164.8,3,2.13,7.9,91,2.45,54.5,No,False
126,1,Yes,26,123,21.98,129.3,114,15.0,176.5,7,2.59,9.6,102,6.95,154.5,Yes,False
101,0,No,0,66,21.22,124.8,85,21.86,257.2,4,3.62,13.4,115,8.69,193.2,No,False
42,0,No,0,89,33.41,196.5,123,20.51,241.3,7,1.08,4.0,105,6.44,143.2,No,False
159,1,No,15,102,19.36,113.9,146,12.35,145.3,9,3.19,11.8,137,8.78,195.2,Yes,False
148,2,No,26,150,41.63,244.9,138,10.03,118.0,4,4.1,15.2,91,10.62,236.0,Yes,False
64,1,No,19,150,49.49,291.1,123,19.27,226.7,2,2.03,7.5,67,9.86,219.1,Yes,False
72,0,No,0,102,28.31,166.5,103,22.19,261.0,5,3.59,13.3,85,11.82,262.7,No,False
106,3,No,0,89,35.41,208.3,67,14.4,169.4,4,4.29,15.9,90,4.59,102.0,No,False
112,0,No,0,113,28.99,170.5,129,16.42,193.2,6,3.02,11.2,91,8.46,188.0,No,False
56,1,No,24,87,20.69,121.7,76,15.64,184.0,3,3.43,12.7,98,12.0,266.6,Yes,False
99,4,Yes,0,127,33.52,197.2,92,13.26,156.0,6,2.67,9.9,99,9.18,204.1,No,False
84,3,No,42,97,28.1,165.3,118,19.0,223.5,7,2.05,7.6,72,11.74,260.8,Yes,False
76,1,No,0,142,15.39,90.5,75,17.99,211.7,2,2.51,9.3,76,8.77,194.9,No,False
33,4,No,29,99,26.76,157.4,80,10.02,117.9,11,3.75,13.9,79,12.56,279.2,Yes,True
52,0,No,0,78,28.14,165.5,89,17.47,205.5,6,3.29,12.2,124,9.61,213.6,No,False
90,1,No,0,97,23.83,140.2,102,18.18,213.9,2,1.92,7.1,126,5.4,120.0,No,False
36,3,No,0,97,39.97,235.1,104,16.73,196.8,7,1.89,7.0,110,11.69,259.7,No,False
105,2,No,0,93,28.24,166.1,106,14.95,175.9,3,4.37,16.2,55,10.96,243.5,No,False
52,1,No,31,77,24.16,142.1,97,16.41,193.0,4,2.97,11.0,88,11.4,253.4,Yes,False
84,1,No,0,125,34.58,203.4,88,15.55,182.9,2,3.73,13.8,121,9.62,213.7,No,False
63,1,No,29,107,24.19,142.3,56,10.09,118.7,8,1.78,6.6,91,10.8,240.1,Yes,False
159,2,No,0,103,46.89,275.8,108,16.11,189.5,5,2.0,7.4,93,10.08,223.9,No,True
121,3,Yes,44,127,43.2,254.1,108,15.32,180.2,4,2.35,8.7,129,8.83,196.2,Yes,False
131,3,No,0,108,40.95,240.9,91,14.23,167.4,8,3.97,14.7,109,14.5,322.2,No,False
85,0,No,0,107,36.09,212.3,103,19.41,228.4,3,2.08,7.7,116,7.35,163.3,No,False
147,2,No,0,74,21.15,124.4,78,27.28,320.9,4,2.81,10.4,126,7.07,157.2,No,False
13,1,No,0,121,9.93,58.4,64,22.29,262.2,5,3.21,11.9,115,7.15,159.0,No,False
129,1,No,0,117,28.63,168.4,129,18.45,217.1,7,3.19,11.8,100,3.67,81.6,No,False
85,1,No,30,107,29.43,173.1,101,21.01,247.2,5,3.11,11.5,104,7.14,158.7,Yes,False
103,0,No,0,118,44.78,263.4,69,15.22,179.1,2,2.78,10.3,112,9.66,214.7,No,False
63,1,No,0,125,10.01,58.9,59,14.42,169.6,3,2.54,9.4,88,9.51,211.4,No,False
104,2,No,18,66,30.96,182.1,65,18.16,213.6,9,3.62,13.4,108,8.69,193.0,Yes,False
79,1,No,0,114,45.61,268.3,111,15.77,185.5,7,1.7,6.3,88,11.91,264.6,No,True
117,1,Yes,0,121,33.73,198.4,104,21.21,249.5,5,2.84,10.5,115,7.33,162.8,No,False
70,1,No,0,86,36.28,213.4,77,17.4,204.7,4,1.54,5.7,101,11.55,256.6,No,False
36,0,No,30,128,24.87,146.3,80,13.81,162.5,6,3.92,14.5,109,5.82,129.3,Yes,False
106,0,No,0,94,27.13,159.6,118,23.53,276.8,3,2.38,8.8,65,10.06,223.5,No,False
57,0,Yes,0,65,19.55,115.0,96,10.4,122.3,1,1.73,6.4,75,11.03,245.0,No,True
177,1,No,0,120,29.87,175.7,90,14.33,168.6,4,3.94,14.6,110,8.95,198.9,No,False
120,1,No,28,123,36.69,215.8,76,24.24,285.2,3,1.86,6.9,78,8.64,192.1,Yes,False
70,0,No,0,130,29.82,175.4,130,13.56,159.5,4,3.13,11.6,96,11.73,260.6,No,False
122,2,No,22,92,34.77,204.5,121,11.87,139.6,5,2.32,8.6,103,9.23,205.0,Yes,False
60,2,No,0,88,16.69,98.2,69,15.34,180.5,2,2.51,9.3,69,10.06,223.6,No,False
67,2,No,0,80,29.19,171.7,81,9.38,110.4,4,3.21,11.9,111,8.79,195.4,No,False
142,2,No,0,95,14.42,84.8,63,11.62,136.7,6,3.83,14.2,148,11.27,250.5,No,False
136,0,No,0,63,34.77,204.5,95,17.75,208.8,2,2.65,9.8,119,10.08,224.0,No,False
148,2,No,0,148,26.11,153.6,87,22.28,262.1,3,2.65,9.8,99,10.15,225.5,No,False
173,3,No,21,96,39.51,232.4,118,18.01,211.9,5,1.35,5.0,102,12.29,273.0,Yes,False
106,1,Yes,0,45,22.73,133.7,107,15.96,187.8,2,2.89,10.7,89,8.19,181.9,No,True
107,1,No,0,79,26.71,157.1,124,13.82,162.6,6,3.27,12.1,138,6.75,150.0,No,False
89,1,Yes,0,108,21.35,125.6,90,18.11,213.0,5,1.46,5.4,108,8.18,181.7,No,False
64,1,No,27,101,34.22,201.3,89,12.22,143.8,3,3.32,12.3,127,6.76,150.2,Yes,False
92,2,No,0,98,23.77,139.8,143,14.87,174.9,7,2.54,9.4,135,9.07,201.6,No,False
16,0,No,0,78,39.03,229.6,108,17.48,205.7,2,2.92,10.8,91,7.48,166.2,No,True
143,1,No,33,130,24.04,141.4,114,15.84,186.4,6,2.08,7.7,111,9.45,210.0,Yes,False
106,0,No,0,143,30.33,178.4,123,21.0,247.0,2,2.59,9.6,105,11.7,259.9,No,False
116,1,No,35,122,31.08,182.8,119,18.08,212.7,2,2.97,11.0,103,8.72,193.8,Yes,False
156,1,No,27,137,32.69,192.3,115,16.99,199.9,8,4.0,14.8,112,10.99,244.2,Yes,False
108,3,Yes,42,90,22.12,130.1,128,14.2,167.0,5,3.67,13.6,80,11.01,244.7,Yes,True
155,0,No,0,90,12.1,71.2,119,25.87,304.4,4,2.32,8.6,103,8.25,183.3,No,False
35,1,No,27,87,41.09,241.7,101,12.07,142.0,4,2.54,9.4,68,13.0,288.9,Yes,False
81,3,No,0,89,34.6,203.5,69,24.62,289.6,3,2.35,8.7,71,9.58,212.9,No,False
145,1,No,0,82,39.03,229.6,103,11.74,138.1,3,0.89,3.3,109,11.29,250.8,No,False
176,1,No,23,130,48.14,283.2,74,13.82,162.6,6,1.94,7.2,104,8.0,177.7,Yes,False
131,1,No,23,145,29.04,170.8,93,20.12,236.7,1,3.43,12.7,100,13.25,294.5,Yes,False
86,3,No,32,163,12.05,70.9,121,14.17,166.7,5,3.0,11.1,105,11.02,244.9,Yes,False
152,9,Yes,20,120,40.38,237.5,94,21.54,253.4,3,3.83,14.2,80,11.93,265.2,Yes,True
151,0,Yes,0,70,33.78,198.7,106,17.81,209.5,4,3.35,12.4,126,12.69,281.9,No,False
107,0,No,37,102,10.2,60.0,80,8.69,102.2,3,3.0,11.1,106,11.78,261.8,Yes,False
122,1,No,45,85,25.13,147.8,93,12.53,147.4,5,3.78,14.0,110,9.16,203.5,Yes,False
108,0,No,0,104,33.88,199.3,92,19.06,224.2,2,4.1,15.2,57,6.3,140.1,No,False
13,2,No,25,65,30.02,176.6,96,14.68,172.7,5,3.05,11.3,128,4.7,104.5,Yes,False
139,2,No,25,112,16.35,96.2,70,15.21,178.9,10,3.48,12.9,84,8.19,182.1,Yes,False
53,3,No,0,95,9.78,57.5,131,22.57,265.5,6,3.13,11.6,128,10.99,244.3,No,False
121,2,No,0,112,22.8,134.1,104,16.58,195.1,2,2.84,10.5,139,7.18,159.6,No,False
158,2,No,0,101,37.88,222.8,128,17.26,203.0,2,1.86,6.9,106,9.48,210.6,No,False
78,2,No,21,85,27.3,160.6,79,18.96,223.1,1,2.57,9.5,92,5.58,124.0,Yes,False
75,3,No,24,119,38.34,225.5,108,15.47,182.0,2,2.54,9.4,106,12.19,270.9,Yes,False
83,3,No,0,102,30.4,178.8,84,14.27,167.9,4,2.32,8.6,65,8.05,178.9,No,False
43,4,No,0,93,30.12,177.2,60,12.12,142.6,2,3.43,12.7,144,14.13,314.1,No,False
103,2,No,31,105,31.52,185.4,126,16.8,197.6,4,3.92,14.5,110,6.62,147.1,Yes,False
82,3,No,0,81,32.16,189.2,117,15.67,184.4,5,2.86,10.6,83,11.51,255.8,No,True
100,1,No,0,117,42.13,247.8,95,11.05,130.0,2,1.86,6.9,125,6.04,134.3,No,False
120,1,No,0,100,23.34,137.3,129,18.04,212.2,2,2.84,10.5,92,6.87,152.7,No,False
83,1,Yes,0,87,46.16,271.5,126,18.39,216.3,4,3.16,11.7,105,5.45,121.1,No,False
161,4,No,0,113,32.62,191.9,87,6.03,70.9,4,3.62,13.4,107,9.22,204.8,No,True
130,2,No,19,87,25.99,152.9,99,18.12,213.2,6,2.92,10.8,114,9.24,205.3,Yes,False
141,3,No,23,112,25.45,149.7,118,13.81,162.5,2,2.05,7.6,115,9.91,220.3,Yes,False
85,5,No,21,110,48.14,283.2,108,20.37,239.7,1,1.7,6.3,80,6.73,149.5,Yes,False
79,2,No,0,98,22.9,134.7,68,16.12,189.7,5,3.19,11.8,128,9.96,221.4,No,False
61,1,No,0,76,39.81,234.2,108,18.42,216.7,2,3.75,13.9,122,5.88,130.6,No,False
91,0,No,0,75,22.73,133.7,87,16.6,195.3,2,1.59,5.9,89,12.62,280.5,No,False
87,2,No,0,106,54.83,322.5,93,17.39,204.6,4,2.54,9.4,128,8.38,186.2,No,True
101,1,No,25,144,24.5,144.1,105,14.25,167.6,3,3.92,14.5,107,10.8,240.0,Yes,False
100,1,No,0,123,30.45,179.1,132,16.71,196.6,10,2.75,10.2,116,8.4,186.7,No,False
107,1,Yes,0,91,39.8,234.1,105,13.86,163.1,3,2.7,10.0,100,12.71,282.5,No,False
42,0,No,0,134,41.0,241.2,114,9.9,116.5,4,2.86,10.6,91,6.85,152.2,No,False
69,3,No,0,70,38.79,228.2,80,22.41,263.7,5,2.89,10.7,60,6.42,142.6,No,False
90,2,No,0,77,30.46,179.2,99,17.91,210.7,6,2.48,9.2,58,12.46,276.9,No,False
98,2,No,30,71,18.75,110.3,108,15.5,182.4,8,2.97,11.0,88,8.27,183.8,Yes,False
128,1,No,0,84,31.84,187.3,95,23.02,270.8,5,2.73,10.1,68,9.29,206.4,No,False
106,0,No,0,83,21.86,128.6,114,11.39,134.0,2,3.08,11.4,113,9.48,210.6,No,False
107,2,No,27,104,48.18,283.4,152,19.05,224.1,7,3.89,14.4,63,10.86,241.3,Yes,False
35,2,No,0,102,21.11,124.2,115,10.53,123.9,8,3.54,13.1,100,6.11,135.7,No,False
153,0,No,31,130,37.15,218.5,103,11.41,134.2,6,2.54,9.4,105,5.35,118.9,Yes,False
124,1,No,0,109,27.35,160.9,152,12.26,144.2,12,3.48,12.9,97,5.42,120.4,No,False
119,3,No,0,89,23.51,138.3,78,14.49,170.5,6,3.65,13.5,98,11.88,263.9,No,False
166,0,Yes,0,89,8.11,47.7,95,22.47,264.4,3,3.56,13.2,97,10.58,235.2,No,True
119,2,No,0,96,18.56,109.2,80,13.01,153.1,5,2.65,9.8,102,10.8,240.0,No,False
73,2,No,47,117,29.53,173.7,114,17.34,204.0,3,1.7,6.3,94,7.86,174.6,Yes,False
50,1,No,0,127,50.2,295.3,100,10.83,127.4,6,2.59,9.6,105,7.51,166.8,No,False
97,3,No,0,84,28.85,169.7,86,14.1,165.9,6,3.46,12.8,83,8.64,191.9,No,False
73,0,No,0,95,36.21,213.0,104,16.05,188.8,3,3.65,13.5,89,6.13,136.2,No,False
81,2,No,0,80,29.44,173.2,94,20.08,236.2,6,3.19,11.8,84,10.81,240.2,No,False
113,0,No,0,137,27.01,158.9,109,20.64,242.8,4,1.76,6.5,97,11.15,247.8,No,False
114,0,No,34,109,26.25,154.4,142,18.82,221.4,5,2.78,10.3,103,9.38,208.5,Yes,False
146,0,No,0,77,32.18,189.3,128,13.25,155.9,3,2.0,7.4,83,8.37,186.0,No,False
112,1,No,16,110,37.67,221.6,123,11.07,130.2,3,3.05,11.3,108,9.0,200.0,Yes,False
89,0,Yes,19,114,19.14,112.6,132,22.24,261.7,2,3.0,11.1,116,5.56,123.5,Yes,True
87,1,Yes,40,79,37.67,221.6,74,13.35,157.1,3,3.11,11.5,124,10.01,222.4,Yes,False
111,0,No,0,62,29.99,176.4,124,17.09,201.0,2,3.02,11.2,138,6.77,150.4,No,False
167,2,Yes,0,100,37.25,219.1,90,20.65,242.9,4,2.73,10.1,101,7.6,168.9,No,False
24,2,No,0,73,25.33,149.0,81,11.14,131.0,3,2.32,8.6,69,10.74,238.6,No,True
104,1,No,0,97,29.0,170.6,111,13.78,162.1,1,1.65,6.1,131,9.48,210.7,No,False
119,0,No,0,68,21.13,124.3,88,17.6,207.1,1,4.0,14.8,93,7.08,157.4,No,False
102,3,No,31,92,21.3,125.3,108,12.0,141.2,2,1.7,6.3,68,7.57,168.2,Yes,False
134,0,No,41,82,27.54,162.0,77,27.6,324.7,5,3.21,11.9,112,7.2,160.1,Yes,False
118,0,No,0,115,34.88,205.2,137,15.71,184.8,6,1.89,7.0,115,7.92,176.1,No,False
92,0,No,47,95,24.07,141.6,130,17.67,207.9,11,2.75,10.2,95,9.16,203.6,Yes,False
107,2,No,0,90,15.42,90.7,109,17.64,207.5,5,1.51,5.6,96,7.62,169.4,No,False
160,1,No,0,109,28.36,166.8,117,20.06,236.0,1,2.51,9.3,77,13.84,307.6,No,False
99,1,No,0,105,16.22,95.4,101,17.61,207.2,5,1.51,5.6,117,6.12,136.0,No,False
80,2,Yes,0,122,32.15,189.1,92,18.97,223.2,3,3.75,13.9,116,12.11,269.0,No,True
132,1,No,0,80,27.74,163.2,90,14.25,167.6,10,1.67,6.2,90,3.94,87.5,No,False
103,3,Yes,0,124,10.68,62.8,66,14.48,170.4,4,2.54,9.4,78,12.61,280.2,No,False
147,0,Yes,0,111,38.28,225.2,98,15.72,184.9,1,2.67,9.9,146,6.44,143.2,No,True
31,1,No,0,84,28.12,165.4,107,17.31,203.7,1,2.21,8.2,65,9.08,201.7,No,False
60,1,No,0,106,37.59,221.1,48,15.18,178.6,3,2.0,7.4,90,9.12,202.7,No,False
143,1,No,22,116,24.11,141.8,99,14.22,167.3,3,2.11,7.8,130,8.01,178.1,Yes,False
118,2,No,0,94,38.18,224.6,120,19.2,225.9,8,3.38,12.5,105,12.11,269.0,No,False
92,0,Yes,45,88,47.79,281.1,103,16.83,198.0,3,2.03,7.5,76,4.24,94.3,Yes,False
111,1,No,0,119,13.31,78.3,94,16.85,198.2,4,3.27,12.1,94,11.18,248.5,No,False
53,1,No,27,119,4.4,25.9,96,17.55,206.5,7,1.76,6.5,64,10.26,228.1,Yes,False
58,1,No,20,110,33.07,194.5,89,18.16,213.7,2,2.57,9.5,92,10.65,236.6,Yes,False
127,1,No,0,79,22.93,134.9,114,18.83,221.5,2,4.05,15.0,118,5.12,113.8,No,False
137,2,No,0,88,35.0,205.9,86,17.79,209.3,4,3.92,14.5,84,13.05,289.9,No,False
104,1,No,0,93,26.55,156.2,54,16.41,193.0,5,3.54,13.1,94,10.02,222.7,No,False
57,3,No,0,157,32.18,189.3,70,14.87,174.9,5,3.02,11.2,117,9.99,221.9,No,False
120,5,No,27,84,26.1,153.5,73,16.49,194.0,7,2.75,10.2,94,11.54,256.5,Yes,False
99,3,No,0,44,43.59,256.4,105,18.23,214.5,1,2.13,7.9,75,10.52,233.7,No,True
144,0,Yes,0,100,34.6,203.5,103,21.05,247.6,11,3.21,11.9,94,8.74,194.3,No,False
106,2,No,0,97,25.14,147.9,99,17.79,209.3,5,2.38,8.8,80,7.29,162.1,No,False
105,1,No,0,81,24.89,146.4,80,19.13,225.1,2,2.3,8.5,117,10.35,230.1,No,False
131,2,No,0,89,33.34,196.1,87,15.77,185.5,6,1.4,5.2,132,11.25,250.0,No,False
55,2,No,20,95,32.18,189.3,113,10.08,118.6,4,3.38,12.5,102,11.26,250.2,Yes,False
112,1,No,23,79,48.72,286.6,102,26.8,315.3,6,2.78,10.3,101,8.73,193.9,Yes,False
195,0,No,0,108,10.74,63.2,88,18.72,220.2,3,1.38,5.1,99,8.28,184.0,No,False
138,1,Yes,0,82,28.78,169.3,147,18.52,217.9,9,2.54,9.4,77,8.29,184.2,No,False
85,2,No,0,100,35.96,211.5,88,15.69,184.6,4,3.59,13.3,131,7.39,164.3,No,False
65,1,No,0,111,36.28,213.4,94,19.93,234.5,4,0.73,2.7,123,11.25,250.1,No,False
70,3,No,0,112,17.8,104.7,104,6.99,82.2,7,4.27,15.8,110,7.62,169.4,No,False
179,4,Yes,38,78,37.42,220.1,71,19.92,234.3,4,2.73,10.1,85,10.68,237.3,Yes,False
140,0,No,0,107,33.12,194.8,99,14.53,170.9,4,3.75,13.9,93,10.13,225.1,No,False
126,2,No,27,78,31.65,186.2,83,16.12,189.6,3,2.59,9.6,139,3.44,76.5,Yes,False
125,1,No,23,104,20.49,120.5,115,19.36,227.8,3,2.75,10.2,100,7.13,158.5,Yes,False
32,1,No,26,137,41.4,243.5,108,20.13,236.8,9,2.43,9.0,149,7.8,173.3,Yes,False
80,1,Yes,15,110,27.08,159.3,120,14.5,170.6,5,3.21,11.9,82,6.35,141.2,Yes,False
47,2,No,30,93,33.42,196.6,140,20.52,241.4,4,3.48,12.9,118,10.17,226.0,Yes,False
117,1,Yes,22,82,33.32,196.0,82,27.43,322.7,5,1.0,3.7,120,10.15,225.6,Yes,False
68,3,No,0,70,25.3,148.8,164,20.95,246.5,3,3.27,12.1,103,5.84,129.8,No,False
53,3,No,24,146,24.77,145.7,136,18.74,220.5,5,3.54,13.1,96,11.25,249.9,Yes,False
123,2,No,0,135,40.15,236.2,88,23.28,273.9,6,2.73,10.1,77,10.22,227.0,No,True
141,3,No,0,108,8.82,51.9,83,13.77,162.0,3,2.73,10.1,115,10.06,223.5,No,False
124,2,No,0,101,25.55,150.3,112,21.75,255.9,4,3.38,12.5,62,6.15,136.7,No,False
115,3,Yes,0,69,42.72,251.3,96,21.46,252.5,1,2.67,9.9,112,5.32,118.3,No,True
135,4,No,0,123,37.2,218.8,64,20.64,242.8,3,2.78,10.3,80,3.86,85.8,No,False
96,3,No,33,115,31.16,183.3,87,17.12,201.4,15,2.81,10.4,84,7.98,177.4,Yes,False
73,1,No,0,112,33.12,194.8,85,14.21,167.2,6,2.92,10.8,61,4.51,100.3,No,False
101,3,No,0,102,42.26,248.6,93,14.87,174.9,3,1.65,6.1,86,9.32,207.2,No,False
121,4,No,31,63,40.31,237.1,117,17.48,205.6,5,2.73,10.1,85,8.85,196.7,Yes,False
82,3,No,0,83,45.37,266.9,74,19.52,229.7,6,2.97,11.0,99,11.33,251.7,No,True
83,2,Yes,32,111,16.1,94.7,98,13.12,154.4,6,2.86,10.6,109,9.02,200.4,Yes,False
158,1,No,0,105,29.9,175.9,88,16.01,188.3,6,2.97,11.0,98,8.47,188.3,No,False
83,2,No,0,104,27.08,159.3,98,17.2,202.3,3,2.57,9.5,73,10.31,229.0,No,False
91,1,No,0,61,22.75,133.8,96,13.5,158.8,2,2.84,10.5,92,8.53,189.6,No,False
84,0,No,0,88,32.47,191.0,119,27.1,318.8,4,1.76,6.5,79,11.13,247.3,No,False
87,3,No,0,72,30.12,177.2,105,21.16,248.9,7,2.32,8.6,87,9.04,200.8,No,False
49,1,No,0,91,40.22,236.6,146,18.78,220.9,2,2.4,8.9,114,6.61,146.8,No,False
112,0,No,17,95,31.14,183.2,125,21.49,252.8,3,2.62,9.7,95,7.05,156.7,Yes,False
138,5,No,0,83,33.03,194.3,97,16.14,189.9,3,2.43,9.0,102,10.45,232.2,No,False
171,0,No,0,122,32.27,189.8,85,14.76,173.7,1,2.78,10.3,84,11.57,257.1,No,False
137,0,Yes,0,112,43.86,258.0,117,20.95,246.5,3,2.94,10.9,100,7.79,173.2,No,True
64,2,No,0,80,16.52,97.2,90,15.83,186.2,6,2.81,10.4,92,8.5,189.0,No,False
110,3,No,0,100,31.47,185.1,88,14.03,165.1,4,1.7,6.3,104,5.02,111.6,No,False
89,2,No,0,80,15.25,89.7,81,15.28,179.8,4,2.57,9.5,120,6.56,145.7,No,False
15,2,No,0,130,20.59,121.1,86,18.36,216.0,5,4.35,16.1,33,10.58,235.1,No,False
129,1,Yes,0,131,32.79,192.9,101,15.77,185.5,4,2.94,10.9,130,9.23,205.2,No,False
120,1,No,0,110,26.86,158.0,103,16.75,197.0,5,2.7,10.0,132,6.97,154.9,No,False
62,2,No,0,101,30.99,182.3,93,27.9,328.2,1,3.02,11.2,131,11.03,245.0,No,False
153,1,No,22,104,28.51,167.7,91,20.98,246.8,11,2.03,7.5,117,9.18,203.9,Yes,False
150,4,No,0,77,32.18,189.3,105,18.78,220.9,5,2.48,9.2,117,10.74,238.7,No,False
111,2,No,0,80,32.52,191.3,94,11.77,138.5,3,1.73,6.4,107,11.07,246.0,No,False
82,1,No,0,107,26.18,154.0,114,8.02,94.4,7,2.73,10.1,95,12.94,287.6,No,False
122,2,No,0,120,23.82,140.1,128,19.67,231.4,5,3.02,11.2,127,8.46,188.1,No,False
99,1,No,0,120,43.25,254.4,92,13.54,159.3,5,1.62,6.0,94,11.9,264.4,No,False
93,0,No,0,100,19.43,114.3,103,18.79,221.1,9,2.94,10.9,88,5.68,126.3,No,False
155,1,Yes,26,121,35.99,211.7,123,11.83,139.2,3,3.0,11.1,89,6.6,146.7,Yes,False
102,1,No,0,80,46.09,271.1,133,14.62,172.0,5,2.78,10.3,105,7.61,169.2,No,False
114,2,Yes,31,104,29.67,174.5,92,19.06,224.2,10,3.32,12.3,91,5.23,116.3,Yes,False
33,1,Yes,0,100,32.4,190.6,104,13.74,161.7,6,3.51,13.0,136,8.55,189.9,No,False
96,1,No,31,126,31.18,183.4,106,16.62,195.5,5,2.84,10.5,93,8.1,180.1,Yes,False
51,0,No,0,94,36.52,214.8,58,12.72,149.7,5,2.75,10.2,66,12.75,283.4,No,False
60,0,Yes,29,113,45.2,265.9,94,18.34,215.8,12,3.78,14.0,82,4.86,108.1,Yes,True
87,3,No,0,81,31.37,184.5,103,14.62,172.0,3,3.7,13.7,96,8.25,183.4,No,False
73,1,No,0,92,26.79,157.6,87,16.86,198.3,4,2.46,9.1,106,16.42,364.9,No,False
23,1,No,31,84,26.62,156.6,96,13.73,161.5,6,2.54,9.4,107,13.26,294.6,Yes,False
48,3,No,36,92,39.25,230.9,121,14.25,167.6,4,2.05,7.6,87,12.15,270.0,Yes,False
128,0,No,0,94,30.5,179.4,92,22.98,270.4,4,2.13,7.9,88,8.59,191.0,No,False
160,1,No,29,121,27.98,164.6,108,22.34,262.8,4,4.1,15.2,131,5.57,123.8,Yes,False
34,1,No,0,80,21.9,128.8,93,17.74,208.7,7,3.78,14.0,103,9.09,202.1,No,False
66,1,No,0,133,20.06,118.0,99,21.09,248.1,5,1.43,5.3,122,9.65,214.4,No,False
40,2,No,41,74,25.18,148.1,88,14.41,169.5,5,1.67,6.2,102,9.63,214.1,Yes,False
152,1,No,0,60,54.03,317.8,100,13.0,152.9,7,2.81,10.4,63,5.55,123.4,No,True
75,3,No,0,116,38.2,224.7,79,16.32,192.0,11,3.05,11.3,98,9.55,212.2,No,False
75,2,No,0,110,25.08,147.5,97,16.29,191.7,3,4.43,16.4,68,6.08,135.0,No,False
100,2,No,0,152,32.05,188.5,115,12.61,148.3,5,4.1,15.2,88,8.09,179.8,No,False
89,3,No,0,66,15.22,89.5,104,15.24,179.3,1,3.32,12.3,116,10.13,225.1,No,False
156,1,No,0,106,25.59,150.5,112,13.0,152.9,3,0.95,3.5,86,9.72,215.9,No,False
42,2,Yes,0,127,30.72,180.7,94,14.84,174.6,6,3.24,12.0,114,7.44,165.3,No,False
56,1,No,29,115,6.41,37.7,111,12.25,144.1,3,1.32,4.9,101,10.2,226.6,Yes,False
54,1,Yes,0,77,36.4,214.1,94,20.44,240.5,3,2.73,10.1,75,8.5,188.9,No,False
148,1,No,0,84,40.68,239.3,85,16.63,195.7,3,2.94,10.9,104,10.47,232.6,No,False
149,0,No,20,132,25.13,147.8,94,23.53,276.8,6,2.75,10.2,110,6.75,149.9,Yes,False
88,1,No,31,91,30.87,181.6,120,18.12,213.2,4,3.08,11.4,104,9.35,207.8,Yes,False
120,0,No,0,106,37.62,221.3,98,22.75,267.6,7,2.51,9.3,80,5.02,111.5,No,False
94,4,Yes,23,125,33.51,197.1,136,18.23,214.5,5,2.57,9.5,103,12.7,282.2,Yes,False
169,3,No,0,105,45.34,266.7,88,13.45,158.2,3,3.73,13.8,111,12.95,287.7,No,True
123,1,No,0,49,35.6,209.4,117,20.18,237.4,11,2.65,9.8,98,10.76,239.2,No,False
86,1,No,0,112,28.25,166.2,81,21.7,255.3,7,1.46,5.4,97,10.26,228.1,No,False
137,1,No,0,120,18.67,109.8,86,19.59,230.5,6,3.21,11.9,103,11.51,255.8,No,False
75,1,No,0,105,38.44,226.1,107,17.13,201.5,5,2.78,10.3,98,11.08,246.2,No,False
141,2,No,0,87,27.22,160.1,120,21.82,256.7,1,1.89,7.0,107,12.15,270.0,No,False
83,0,No,0,106,44.15,259.7,116,12.98,152.7,2,2.75,10.2,92,10.11,224.7,No,False
58,0,No,30,111,30.28,178.1,109,20.12,236.7,2,2.27,8.4,118,11.88,264.0,Yes,False
